,city,country,city id,lat,lon,temp,temp_max,humidity,cloudiness,wind speed
88,vostok,RU,2013279,46.49,135.88,14.43,14.43,97,0,1.49
89,touros,BR,3386213,-5.2,-35.46,26.0,26.0,78,75,5.1
90,esperance,AU,2071860,-33.87,121.9,10.0,10.0,71,0,3.6
91,wakkanai,JP,2127515,45.41,141.67,14.2,14.2,94,9,5.68
92,iqaluit,CA,5983720,63.75,-68.51,13.94,14.0,67,20,2.1
93,requena,ES,2511930,39.49,-1.1,30.0,30.0,38,16,2.6
94,moba,CN,7341918,33.23,105.02,16.47,16.47,94,100,0.85
95,deulgaon raja,IN,1264794,19.93,76.59,24.5,24.5,89,100,1.81
96,tamworth,GB,2636276,52.63,-1.7,15.21,16.0,77,90,3.6
97,mama,RU,2020313,58.31,112.9,21.81,21.81,63,2,1.01
98,lavrentiya,RU,4031637,65.58,-171.0,6.52,6.52,95,100,0.28
99,airai,TL,1651810,-8.93,125.41,13.3,13.3,100,31,1.67
100,mae sai,CN,1801536,34.82,108.93,24.0,24.0,88,100,1.0
101,lovozero,RU,533933,68.0,35.01,18.86,18.86,38,0,1.9
102,carnarvon,AU,2074865,-24.87,113.63,18.0,18.0,68,75,2.6
103,maragogi,BR,3395458,-9.01,-35.22,26.42,26.42,73,31,4.63
104,east london,IS,3337405,65.0,-15.0,12.0,12.0,81,75,4.6
105,vitina,BA,3187588,43.24,17.48,29.0,29.0,30,20,4.1
106,tuatapere,NZ,2180815,-46.13,167.68,3.89,3.89,83,90,1.34
107,tocopilla,CL,3869716,-22.09,-70.2,20.73,20.73,34,2,2.85
108,fortuna,US,5563839,40.6,-124.16,12.88,13.33,93,20,0.61
109,knysna,ZA,988698,-34.04,23.05,16.0,16.0,45,0,2.1
110,bryan,US,4677008,30.67,-96.37,28.72,29.44,79,75,5.1
111,saint-pierre,RE,935214,-21.34,55.48,20.69,23.0,78,37,4.1
112,asau,RO,686090,46.43,26.4,26.55,27.0,39,99,2.6
113,hithadhoo,MV,1282256,-0.6,73.08,29.25,29.25,72,87,3.06
114,cuajinicuilapa,MX,3530046,16.47,-98.42,29.17,29.17,69,1,1.35
115,yellowknife,CA,6185377,62.46,-114.35,12.67,13.0,82,75,6.7
116,zanesville,US,4528923,39.94,-82.01,25.75,27.22,64,20,1.5
117,wewak,PG,2083537,-3.55,143.63,26.49,26.49,83,65,2.36
118,puerto colombia,ES,2518207,36.59,-6.23,35.3,36.0,34,0,6.7
119,tasiilaq,GL,3424607,65.61,-37.64,8.0,8.0,70,20,3.1
120,biltine,TD,244878,14.53,20.92,33.7,33.7,37,14,3.55
121,nabire,ID,1634614,-3.37,135.48,24.58,24.58,87,97,1.53
122,hualmay,PE,3939761,-11.1,-77.61,18.7,18.7,71,54,4.26
123,plouzane,FR,2986626,48.38,-4.62,17.0,17.0,77,90,4.6
124,vila velha,PT,7117100,42.03,-8.16,30.0,30.0,38,36,4.92
125,frutal,BR,3462916,-20.02,-48.94,29.62,29.62,35,39,3.24
126,mar del plata,ES,3117472,43.4,-4.01,20.67,22.0,64,75,2.6
127,urumqi,CN,1529102,43.8,87.6,29.0,29.0,26,99,3.0
128,svetlyy,RU,485660,54.67,20.13,24.0,24.0,44,12,4.0
129,margate,GB,2643044,51.38,1.39,18.89,18.89,64,95,1.79
130,ostrovnoy,RU,556268,68.05,39.51,12.93,12.93,65,0,4.57
131,lagoa,PT,3372964,39.05,-27.98,20.52,20.52,81,45,5.48
132,dzhebariki-khaya,RU,2024626,62.22,135.8,15.12,15.12,71,34,1.8
133,severo-kurilsk,RU,2121385,50.68,156.12,9.95,9.95,92,83,4.43
134,kjopsvik,NO,3150002,68.1,16.37,18.94,19.0,52,75,2.1
135,charlestown,AU,2171766,-32.95,151.67,12.22,12.78,66,87,0.45
136,lincoln,US,5072006,40.8,-96.67,18.06,18.89,88,90,4.1
137,bilibino,RU,2126682,68.05,166.44,11.95,11.95,82,100,0.17
138,itoman,JP,1861280,26.12,127.67,29.36,30.0,89,75,7.2
139,tamandare,BR,3386931,-8.76,-35.1,27.17,27.17,68,12,4.63
140,souillac,MU,933995,-20.52,57.52,23.0,23.0,69,40,5.1
141,cabo san lucas,BR,3404545,-8.28,-35.03,28.0,28.0,69,40,4.6
142,governador valadares,BR,3407755,-5.56,-46.67,31.93,31.93,41,0,4.04
143,roros,NO,3141332,62.57,11.38,18.0,18.0,55,40,4.1
144,grand river south east,US,5539784,38.88,-109.5,28.28,29.44,24,1,2.1
145,vao,NC,2137773,-22.67,167.48,20.83,20.83,81,64,6.86
146,yuxia,CN,1785572,34.06,108.63,25.1,26.11,88,68,1.0
147,grindavik,IS,3416888,63.84,-22.43,12.0,12.0,87,75,6.7
148,pyaozerskiy,RU,503581,65.83,31.17,16.94,16.94,62,13,3.56
149,garden city,DE,2913431,53.69,12.05,18.02,19.44,72,75,2.6
150,saint-philippe,RE,935215,-21.36,55.77,20.21,23.0,78,43,3.1
151,nantucket,US,4944903,41.28,-70.1,18.64,20.0,77,90,8.7
152,sisimiut,GL,3419842,66.94,-53.67,9.75,9.75,61,43,4.16
153,ibirataia,BR,3461565,-14.07,-39.64,27.65,27.65,53,62,2.11
154,saskylakh,RU,2017155,71.92,114.08,22.81,22.81,50,65,6.15
155,champerico,GT,3598787,14.3,-91.92,27.0,27.0,69,20,1.54
156,kununurra,AU,2068110,-15.77,128.73,13.0,13.0,30,1,4.33
157,narsaq,GL,3421719,60.92,-46.05,12.0,12.0,66,75,1.5
158,casian,PH,1718170,11.04,119.71,29.14,29.14,67,1,2.78
159,belgrade,RS,792680,44.8,20.47,27.0,27.0,36,98,3.1
160,kavieng,PG,2094342,-2.57,150.8,27.21,27.21,71,33,0.84
161,kodinar,IN,1266397,20.79,70.7,27.58,27.58,83,100,3.99
162,lata,PT,2738381,40.16,-8.33,34.44,34.44,25,0,1.34
163,ambulu,ID,1621313,-8.35,113.61,23.63,23.63,87,79,2.91
164,manado,ID,1636544,1.49,124.85,25.0,25.0,94,20,1.0
165,mareeba,AU,2158767,-17.0,145.43,14.13,15.0,91,1,0.45
166,shima,CN,1795166,24.45,117.81,28.0,28.0,83,75,1.0
167,jutai,BR,3663693,-5.18,-68.9,31.57,31.57,55,20,0.89
168,flinders,AU,6255012,-34.58,150.86,12.31,12.78,63,88,4.02
169,sitka,US,5557293,57.05,-135.33,12.0,12.0,87,90,2.18
170,cap malheureux,FR,2978758,49.27,-1.21,17.51,19.0,82,90,4.6
171,valparaiso,CL,3868626,-33.04,-71.63,8.44,9.0,100,90,1.5
172,tigil,RU,2120612,57.8,158.67,12.61,12.61,95,100,2.33
173,iquitos,PE,3696183,-3.75,-73.25,26.0,26.0,83,75,1.0
174,najran,SA,103630,17.49,44.13,38.0,38.0,15,40,5.1
175,sorland,NO,3137469,67.67,12.69,16.0,16.0,72,77,1.5
176,betioky,MG,1066310,-23.72,44.38,20.06,20.06,53,6,4.74
177,nanortalik,GL,3421765,60.14,-45.24,5.83,5.83,87,92,2.51
178,bom jesus,ML,2458334,14.95,-2.93,32.54,32.54,45,99,4.75
179,alta floresta,NO,847633,69.97,23.27,16.0,16.0,63,75,8.2
180,dongsheng,CN,1812256,39.82,109.98,23.63,23.63,50,9,1.1
181,nanhai,CN,7696234,30.13,111.78,23.33,23.33,89,100,2.4
182,napier,NZ,2186313,-39.48,176.92,9.44,9.44,78,100,0.89
183,cervo,ES,3125287,43.67,-7.41,19.44,19.44,68,83,4.47
184,hull,GB,2645425,53.74,-0.34,15.79,16.11,82,100,5.1
185,hami,CN,1529484,42.8,93.45,29.77,29.77,16,49,7.82
186,avarua,CK,4035715,-21.21,-159.78,19.0,19.0,63,100,1.5
187,ponta do sol,PT,3372784,38.73,-28.27,23.0,23.0,69,40,8.2
188,evensk,RU,2125693,61.95,159.23,10.41,10.41,96,100,1.97
189,codrington,AU,2171099,-38.27,141.97,5.23,5.23,91,0,2.3
190,dicabisagan,PH,1715015,17.08,122.42,27.44,27.44,81,0,3.36
191,ahipara,NZ,2194098,-35.17,173.17,14.19,14.19,94,23,2.14
192,paka,MY,1734313,4.64,103.44,25.78,26.0,94,15,0.5
193,hojai,IN,1269993,26.0,92.87,26.92,26.92,89,65,1.51
194,calama,CL,3897347,-22.47,-68.93,15.0,15.0,6,0,9.3
195,onega,RU,515246,63.91,38.14,17.48,17.48,57,100,4.53
196,husavik,IS,2629833,66.04,-17.34,12.0,12.0,87,75,4.1
197,bud,US,4255151,39.45,-86.18,26.68,27.22,65,1,3.47
198,alcudia,ES,2522091,39.85,3.12,28.38,29.44,45,100,6.2
199,port hedland,CD,212962,-7.03,29.76,26.92,26.92,44,80,2.4
200,olafsvik,IS,3414079,64.89,-23.71,10.16,10.16,93,100,5.23
201,bodden town,GB,6947756,51.2,-2.52,18.17,18.89,73,88,2.24
202,cidreira,BR,3466165,-30.18,-50.21,10.98,10.98,56,0,2.64
203,imbituba,BR,3461370,-28.24,-48.67,15.0,15.0,58,2,1.0
204,methoni,GR,257122,36.82,21.7,27.59,28.0,54,40,4.6
205,zhigansk,RU,2012530,66.77,123.37,18.22,18.22,54,82,3.27
206,jinka,ET,333750,5.65,36.65,21.73,21.73,77,87,0.49
207,naze,JP,1855540,28.37,129.48,27.0,27.0,94,75,3.6
208,nizwa,OM,286987,22.93,57.53,37.4,37.4,23,99,1.43
209,alexandria,EG,361058,31.22,29.96,26.71,26.71,70,0,7.15
210,fairbanks,US,5861897,64.84,-147.72,10.9,12.78,93,1,2.1
211,nara,JP,1855612,34.69,135.8,20.44,21.67,98,100,1.31
212,pacific grove,US,4402300,38.48,-90.74,26.31,26.67,79,100,2.67
213,dubrovka,RU,564487,53.69,33.51,13.0,13.0,93,90,6.0
214,dezhou,CN,1812955,37.45,116.29,26.2,26.2,55,0,3.03
215,rexburg,US,5605242,43.83,-111.79,12.41,14.44,71,1,2.1
216,oga,IT,3175788,46.46,10.35,13.48,14.44,66,40,4.6
217,kiunga,PG,2093846,-6.12,141.29,23.33,23.33,98,100,1.37
218,petatlan,MX,3992842,17.52,-101.27,27.0,27.0,78,90,1.0
219,lunenburg,CA,6062069,44.38,-64.32,18.28,18.89,86,100,0.45
220,meulaboh,ID,1214488,4.14,96.13,27.19,27.19,78,95,1.1
221,san vicente,ML,2451778,13.3,-4.9,31.12,31.12,52,97,3.51
222,laguna,US,5364271,38.42,-121.42,15.82,16.67,87,1,2.1
223,linxia,CN,1803331,35.6,103.21,18.91,18.91,62,75,1.32
224,morondava,MG,1058381,-20.28,44.28,23.63,23.63,73,0,9.69
225,pilar,BR,3392126,-9.6,-35.96,28.0,28.0,65,40,4.1
226,yar-sale,RU,1486321,66.83,70.83,15.75,15.75,92,100,6.12
227,rawson,AR,3839307,-43.3,-65.1,6.28,6.28,58,28,4.43
228,kodiak,US,5866583,57.79,-152.41,14.0,14.0,67,1,3.1
229,vaitape,PF,4033077,-16.52,-151.75,25.75,25.75,82,27,6.51
230,pangnirtung,CA,6096551,66.15,-65.71,11.0,11.0,76,75,7.2
231,hovd,MN,1516048,48.01,91.64,14.91,14.91,63,100,2.95
232,clyde river,US,5150651,41.3,-82.98,27.15,27.22,54,1,3.6
233,kilindoni,TZ,157429,-7.91,39.67,25.3,25.3,76,0,7.1
234,sangueya,GN,2416061,10.7,-14.37,26.36,26.36,83,100,5.41
235,chippewa falls,US,4988755,46.3,-84.48,18.29,19.0,93,90,2.1
236,mehriz,IR,124274,31.59,54.43,38.0,38.0,11,20,1.0
237,kandrian,PG,2094746,-6.22,149.55,25.49,25.49,87,78,2.22
238,uberaba,BR,3445839,-19.75,-47.93,24.0,24.0,33,49,3.1
239,itarema,BR,3393692,-2.92,-39.92,29.5,29.5,59,17,5.72
240,nome,US,5870133,64.5,-165.41,9.84,10.0,87,90,3.1
241,port elizabeth,CD,212962,-7.03,29.76,26.92,26.92,44,80,2.4
242,pangody,RU,1495626,65.85,74.49,16.16,16.16,84,100,5.03
243,poum,NC,2138555,-20.23,164.02,21.4,21.4,73,0,6.68
244,paamiut,GL,3421193,61.99,-49.67,5.97,5.97,87,3,7.18
245,nioki,CD,2311968,-2.72,17.68,31.67,31.67,45,90,0.33
246,korsakov,RU,2124286,46.63,142.78,13.0,13.0,93,75,2.0
247,hustopece,CZ,3074677,48.94,16.74,25.19,26.11,38,12,2.1
248,sechura,PE,3691954,-5.56,-80.82,19.03,19.03,76,100,3.09
249,vila franca do campo,PT,7117100,42.03,-8.16,30.0,30.0,38,36,4.92
250,zalesovo,RU,1485528,53.99,84.74,14.76,14.76,64,99,3.19
251,atasu,KZ,1526041,48.68,71.64,26.51,26.51,41,54,5.97
252,kahului,US,5847411,20.89,-156.47,23.6,25.0,65,40,8.2
253,mahebourg,MU,934322,-20.41,57.7,23.0,23.0,69,40,5.1
254,raga,SS,368246,8.46,25.68,27.35,27.35,79,5,0.94
255,gilgit,PK,1178338,35.92,74.31,27.43,27.43,27,90,0.72
256,lorengau,PG,2092164,-2.02,147.27,27.66,27.66,68,85,2.43
257,marystown,CA,6067472,47.17,-55.15,11.51,11.51,93,100,9.54
258,faanui,PF,4034551,-16.48,-151.75,25.32,25.32,84,29,6.34
259,vestmannaeyjar,IS,3412093,63.44,-20.27,11.0,11.0,87,90,11.3
260,adrar,MR,2381972,20.5,-10.07,41.78,41.78,12,0,2.32
261,pitea,SE,603570,65.32,21.48,16.0,16.0,63,51,3.1
262,pervomayskiy,RU,510911,53.25,40.29,14.24,14.24,80,100,6.56
263,hastings,GB,2647356,50.86,0.57,17.99,18.33,65,100,1.79
264,nyurba,RU,2018735,63.28,118.33,21.29,21.29,59,97,2.41
265,rocha,UY,3440777,-34.48,-54.33,10.16,10.16,52,0,1.88
266,anloga,GH,2304548,5.79,0.9,26.0,26.0,78,75,6.2
267,puerto leguizamo,ES,2518207,36.59,-6.23,35.29,36.0,34,0,6.7
268,ilulissat,GL,3423146,69.22,-51.1,8.0,8.0,70,75,3.1
269,ancud,CL,3899695,-41.87,-73.82,6.66,8.33,100,90,2.6
270,saiha,IN,1257771,22.48,92.97,22.78,22.78,93,100,0.85
271,qianan,CN,2035410,44.99,124.06,25.65,25.65,51,0,3.81
272,portree,GB,2640006,57.41,-6.19,13.33,13.33,83,99,5.36
273,muros,ES,3115824,42.78,-9.06,26.67,26.67,49,10,5.36
274,camana,PE,3945985,-16.62,-72.71,19.46,19.46,60,3,3.23
275,cayenne,GF,3382160,4.93,-52.33,31.0,31.0,62,0,3.6
276,hobyo,SO,57000,5.35,48.53,27.42,27.42,70,100,14.03
277,agucadoura,PT,2743298,41.43,-8.78,31.56,33.33,42,0,5.1
278,katherine,AU,2068655,-14.47,132.27,21.0,21.0,43,32,3.1
279,shellbrook,CA,6145951,53.22,-106.4,16.0,16.0,72,40,9.3
280,florida ridge,US,4155751,28.75,-82.5,31.56,32.78,74,40,2.04
281,isetskoye,RU,1505466,56.49,65.32,26.75,26.75,72,3,2.33
282,college,US,5859699,64.86,-147.8,11.12,12.78,81,40,2.1
283,seoul,KR,1835848,37.57,126.98,21.4,22.0,78,1,2.05
284,kuhdasht,IR,126409,33.53,47.61,34.08,34.08,10,0,1.7
285,devonport,AU,2168943,-41.17,146.35,4.3,6.11,74,100,1.79
286,ocampo,MX,3994535,21.65,-101.5,18.28,18.28,58,3,0.99
287,novopetrovskoye,RU,518346,55.99,36.47,16.65,17.0,72,40,6.0
288,swan hill,PH,1685153,18.22,121.38,25.24,25.24,89,2,0.99
289,severo-yeniseyskiy,RU,1492566,60.37,93.04,8.31,8.31,84,53,2.49
290,hasaki,JP,2112802,35.73,140.83,17.48,18.0,100,75,3.1
291,kallaste,EE,591703,58.66,27.16,20.69,21.0,46,100,3.1
292,srednekolymsk,RU,2121025,67.45,153.68,2.84,2.84,80,42,1.77
293,maun,BW,933366,-19.98,23.42,22.0,22.0,15,0,4.6
294,takoradi,GH,2294915,4.88,-1.76,26.5,26.5,68,27,5.88
295,boa vista,CM,2234941,4.43,8.97,24.73,24.73,86,94,3.35
296,rusape,ZW,882100,-18.53,32.13,13.65,13.65,60,2,5.92
297,elk plain,PL,772621,53.83,22.36,21.59,21.59,56,10,1.15
298,stephenville,US,4734350,32.22,-98.2,25.93,26.11,74,1,2.1
299,eldoret,KE,198629,0.52,35.27,17.31,17.31,88,99,0.53
300,beitbridge,ZW,895269,-22.22,30.0,18.72,18.72,28,0,7.12
301,chapais,CA,5919850,49.78,-74.85,22.0,22.0,49,1,5.7
302,leningradskiy,RU,2123814,69.38,178.42,4.46,4.46,89,99,3.83
303,gubskaya,RU,558135,44.32,40.64,21.98,21.98,81,24,1.19
304,puerto escondido,ES,2518207,36.59,-6.23,35.29,36.0,34,0,6.7
305,kruisfontein,ZA,986717,-34.0,24.73,10.67,10.67,56,7,1.51
306,saint-francois,FR,2980080,46.42,3.91,19.2,19.44,63,96,4.1
307,beloha,MG,1067565,-25.17,45.05,18.44,18.44,79,20,4.71
308,mandera,KE,187896,3.94,41.87,31.53,31.53,34,98,7.25
309,vredendal,ZA,3359736,-31.67,18.5,17.17,17.17,31,0,5.53
310,manadhoo,MV,1337618,5.77,73.38,29.05,29.05,74,100,5.85
311,little current,US,4551042,35.35,-96.67,26.57,27.0,74,1,3.1
312,bonfim,BR,3405215,3.08,-59.95,30.29,30.29,60,0,2.35
313,cockburn town,AU,2171135,-32.08,141.0,6.0,6.0,60,0,2.13
314,victor harbor,US,5142315,42.98,-77.41,25.84,26.67,62,0,0.89
315,las cruces,PL,3079855,49.74,19.43,23.33,23.33,1,100,1.79
316,eyl,SO,60019,7.98,49.82,31.67,31.67,45,99,11.48
